流水序,教育部字號,Unicode,常用字,
3456,A03456,8301,茁,茁
3457,A03457,82dc,苜,苜
3458,A03458,82d4,苔,苔
3459,A03459,82d1,苑,苑
3460,A03460,82de,苞,苞
3461,A03461,82d3,苓,苓
3462,A03462,82df,苟,苟
3463,A03463,832b,茫,茫
3464,A03464,8352,荒,荒
3465,A03465,8354,荔,荔
3466,A03466,834a,荊,荆
3467,A03467,8338,茸,茸
3468,A03468,8350,荐,荐
3469,A03469,8349,草,草
3470,A03470,8335,茵,茵
3471,A03471,8334,茴,茴
3472,A03472,834f,荏,荏
3473,A03473,8332,茲,兹
3474,A03474,8339,茹,茹
3475,A03475,8336,茶,茶
3476,A03476,8317,茗,茗
3477,A03477,8340,荀,荀
3478,A03478,8331,茱,茱
3479,A03479,838e,莎,莎
3480,A03480,839e,莞,莞
3481,A03481,8398,莘,莘
3482,A03482,8378,荸,荸
3483,A03483,83a2,莢,荚
3484,A03484,8396,莖,茎
3485,A03485,83bd,莽,莽
3486,A03486,83ab,莫,莫
3487,A03487,8392,莒,莒
3488,A03488,838a,莊,庄
3489,A03489,8393,莓,莓
3490,A03490,8389,莉,莉
3491,A03491,83a0,莠,莠
3492,A03492,8377,荷,荷
3493,A03493,837b,荻,荻
3494,A03494,837c,荼,荼
3495,A03495,83e9,菩,菩
3496,A03496,8403,萃,萃
3497,A03497,83f8,菸,烟
3498,A03498,840d,萍,萍
3499,A03499,83e0,菠,菠
3500,A03500,83c5,菅,菅
3501,A03501,840b,萋,萋
3502,A03502,83c1,菁,菁
3503,A03503,83ef,華,华
3504,A03504,83f1,菱,菱
3505,A03505,83f4,菴,庵
3506,A03506,8457,著,着
3507,A03507,840a,萊,莱
3508,A03508,83f0,菰,菰
3509,A03509,840c,萌,萌
3510,A03510,83cc,菌,菌
3511,A03511,83fd,菽,菽
3512,A03512,83f2,菲,菲
3513,A03513,83ca,菊,菊
3514,A03514,8438,萸,萸
3515,A03515,840e,萎,萎
3516,A03516,8404,萄,萄
3517,A03517,83dc,菜,菜
3518,A03518,8482,蒂,蒂
3519,A03519,8477,葷,荤
3520,A03520,843d,落,落
3521,A03521,8431,萱,萱
3522,A03522,8475,葵,葵
3523,A03523,8466,葦,苇
3524,A03524,846b,葫,葫
3525,A03525,8449,葉,叶
3526,A03526,846c,葬,葬
3527,A03527,845b,葛,葛
3528,A03528,843c,萼,萼
3529,A03529,8435,萵,莴
3530,A03530,8461,葡,葡
3531,A03531,8463,董,董
3532,A03532,8469,葩,葩
3533,A03533,84c9,蓉,蓉
3534,A03534,84bf,蒿,蒿
3535,A03535,84c6,蓆,席
3536,A03536,84c4,蓄,蓄
3537,A03537,8499,蒙,蒙
3538,A03538,849e,蒞,莅
3539,A03539,84b2,蒲,蒲
3540,A03540,849c,蒜,蒜
3541,A03541,84cb,蓋,盖
3542,A03542,84b8,蒸,蒸
3543,A03543,84c0,蓀,荪
3544,A03544,84d3,蓓,蓓
3545,A03545,8490,蒐,搜
3546,A03546,84bc,蒼,苍
3547,A03547,8517,蔗,蔗
3548,A03548,853d,蔽,蔽
3549,A03549,851a,蔚,蔚
3550,A03550,84ee,蓮,莲
3551,A03551,852c,蔬,蔬
3552,A03552,852d,蔭,荫
3553,A03553,8513,蔓,蔓
3554,A03554,8511,蔑,蔑
3555,A03555,8523,蔣,蒋
3556,A03556,8521,蔡,蔡
3557,A03557,8514,蔔,卜
3558,A03558,84ec,蓬,蓬
3559,A03559,8525,蔥,葱
3560,A03560,84ff,蓿,蓿
3561,A03561,854a,蕊,蕊
3562,A03562,8559,蕙,蕙
3563,A03563,8548,蕈,蕈
3564,A03564,8568,蕨,蕨
3565,A03565,8569,蕩,荡
3566,A03566,8543,蕃,蕃
3567,A03567,8549,蕉,蕉
3568,A03568,856d,蕭,萧
3569,A03569,856a,蕪,芜
3570,A03570,85aa,薪,薪
3571,A03571,8584,薄,薄
3572,A03572,857e,蕾,蕾
3573,A03573,859c,薜,薜
3574,A03574,8591,薑,姜
3575,A03575,8594,薔,蔷
3576,A03576,85af,薯,薯
3577,A03577,859b,薛,薛
3578,A03578,8587,薇,薇
3579,A03579,85cf,藏,藏
3580,A03580,85a9,薩,萨
3581,A03581,85cd,藍,蓝
3582,A03582,85d0,藐,藐
3583,A03583,85c9,藉,借
3584,A03584,85b0,薰,薰
3585,A03585,85e9,藩,藩
3586,A03586,85dd,藝,艺
3587,A03587,85ea,藪,薮
3588,A03588,85d5,藕,藕
3589,A03589,85e4,藤,藤
3590,A03590,85e5,藥,药
3591,A03591,85fb,藻,藻
3592,A03592,85f9,藹,蔼
3593,A03593,8611,蘑,蘑
3594,A03594,85fa,藺,蔺
3595,A03595,8606,蘆,芦
3596,A03596,860b,蘋,苹
3597,A03597,8607,蘇,苏
3598,A03598,860a,蘊,蕴
3599,A03599,8617,蘗,蘖
3600,A03600,862d,蘭,兰
3601,A03601,861a,蘚,藓
3602,A03602,8638,蘸,蘸
3603,A03603,863f,蘿,萝
3604,A03604,864e,虎,虎
3605,A03605,8650,虐,虐
3606,A03606,8654,虔,虔
3607,A03607,8655,處,处
3608,A03608,5f6a,彪,彪
3609,A03609,865b,虛,虚
3610,A03610,865c,虜,虏
3611,A03611,865e,虞,虞
3612,A03612,865f,號,号
3613,A03613,8667,虧,亏
3614,A03614,866b,虫,虫
3615,A03615,8671,虱,虱
3616,A03616,8679,虹,虹
3617,A03617,868a,蚊,蚊
3618,A03618,86aa,蚪,蚪
3619,A03619,8693,蚓,蚓
3620,A03620,86a4,蚤,蚤
3621,A03621,86a9,蚩,蚩
3622,A03622,868c,蚌,蚌
3623,A03623,86a3,蚣,蚣
3624,A03624,86c7,蛇,蛇
3625,A03625,86c0,蛀,蛀
3626,A03626,86b6,蚶,蚶
3627,A03627,86c4,蛄,蛄
3628,A03628,86b5,蚵,蚵
3629,A03629,86c6,蛆,蛆
3630,A03630,86cb,蛋,蛋
3631,A03631,86b1,蚱,蚱
3632,A03632,86af,蚯,蚯
3633,A03633,86df,蛟,蛟
3634,A03634,86d9,蛙,蛙
3635,A03635,86ed,蛭,蛭
3636,A03636,86d4,蛔,蛔
3637,A03637,86db,蛛,蛛
3638,A03638,86e4,蛤,蛤
3639,A03639,86f9,蛹,蛹
3640,A03640,8713,蜓,蜓
3641,A03641,8708,蜈,蜈
3642,A03642,8707,蜇,蜇
3643,A03643,8700,蜀,蜀
3644,A03644,86fe,蛾,蛾
3645,A03645,86fb,蛻,蜕
3646,A03646,8702,蜂,蜂
3647,A03647,8703,蜃,蜃
3648,A03648,873f,蜿,蜿
3649,A03649,871c,蜜,蜜
3650,A03650,873b,蜻,蜻
3651,A03651,8722,蜢,蜢
3652,A03652,8725,蜥,蜥
3653,A03653,8734,蜴,蜴
3654,A03654,8718,蜘,蜘
3655,A03655,8755,蝕,蚀
3656,A03656,8782,螂,螂
3657,A03657,8774,蝴,蝴
3658,A03658,8776,蝶,蝶
3659,A03659,8760,蝠,蝠
3660,A03660,8766,蝦,虾
3661,A03661,8778,蝸,蜗
3662,A03662,8768,蝨,虱
3663,A03663,8759,蝙,蝙
3664,A03664,8757,蝗,蝗
3665,A03665,874c,蝌,蝌
3666,A03666,8783,螃,螃
3667,A03667,879f,螟,螟
3668,A03668,879e,螞,蚂
3669,A03669,87a2,螢,萤
3670,A03670,878d,融,融
3671,A03671,87c0,蟀,蟀
3672,A03672,87d1,蟑,蟑
3673,A03673,87b3,螳,螳
3674,A03674,87d2,蟒,蟒
3675,A03675,87c6,蟆,蟆
3676,A03676,87ab,螫,螫
3677,A03677,87bb,螻,蝼
3678,A03678,87ba,螺,螺
3679,A03679,87c8,蟈,蝈
3680,A03680,87cb,蟋,蟋
3681,A03681,87ef,蟯,蛲
3682,A03682,87ec,蟬,蝉
3683,A03683,87f2,蟲,虫
3684,A03684,87fb,蟻,蚁
3685,A03685,8805,蠅,蝇
3686,A03686,880d,蠍,蝎
3687,A03687,87f9,蟹,蟹
3688,A03688,8814,蠔,蚝
3689,A03689,8815,蠕,蠕
3690,A03690,8823,蠣,蛎
3691,A03691,8822,蠢,蠢
3692,A03692,8821,蠡,蠡
3693,A03693,881f,蠟,蜡
3694,A03694,8831,蠱,蛊
3695,A03695,8836,蠶,蚕
3696,A03696,8839,蠹,蠹
3697,A03697,883b,蠻,蛮
3698,A03698,8840,血,血
3699,A03699,884c,行,行
3700,A03700,884d,衍,衍
3701,A03701,8853,術,术
3702,A03702,8857,街,街
3703,A03703,8859,衙,衙
3704,A03704,885b,衛,卫
3705,A03705,885d,衝,冲
3706,A03706,8861,衡,衡
3707,A03707,8862,衢,衢
3708,A03708,8863,衣,衣
3709,A03709,521d,初,初
3710,A03710,8868,表,表
3711,A03711,886b,衫,衫
3712,A03712,8870,衰,衰
3713,A03713,8877,衷,衷
3714,A03714,8881,袁,袁
3715,A03715,8882,袂,袂
3716,A03716,889e,袞,衮
3717,A03717,8888,袈,袈
3718,A03718,88ab,被,被
3719,A03719,8892,袒,袒
3720,A03720,8896,袖,袖
3721,A03721,888d,袍,袍
3722,A03722,888b,袋,袋
3723,A03723,88c1,裁,裁
3724,A03724,88c2,裂,裂
3725,A03725,88b1,袱,袱
3726,A03726,88df,裟,裟
3727,A03727,88d4,裔,裔
3728,A03728,88d9,裙,裙
3729,A03729,88dc,補,补
3730,A03730,88d8,裘,裘
3731,A03731,88dd,裝,装
3732,A03732,88e1,裡,里
3733,A03733,88ca,裊,袅
3734,A03734,88d5,裕,裕
3735,A03735,88f3,裳,裳
3736,A03736,8902,褂,褂
3737,A03737,88f4,裴,裴
3738,A03738,88f9,裹,裹
3739,A03739,88f8,裸,裸
3740,A03740,88fd,製,制
3741,A03741,88e8,裨,裨
3742,A03742,891a,褚,褚
3743,A03743,8910,褐,褐
3744,A03744,8907,複,复
3745,A03745,8912,褒,褒
3746,A03746,8913,褓,褓
3747,A03747,892a,褪,褪
3748,A03748,8932,褲,裤
3749,A03749,8925,褥,褥
3750,A03750,892b,褫,褫
3751,A03751,893b,褻,亵
3752,A03752,8936,褶,褶
3753,A03753,8944,襄,襄
3754,A03754,8938,褸,褛
3755,A03755,8960,襠,裆
3756,A03756,895f,襟,襟
3757,A03757,8956,襖,袄
3758,A03758,8964,襤,褴
3759,A03759,896a,襪,袜
3760,A03760,8972,襲,袭
3761,A03761,896f,襯,衬
3762,A03762,897f,西,西
3763,A03763,8981,要,要
3764,A03764,8983,覃,覃
3765,A03765,8986,覆,覆
3766,A03766,898b,見,见
3767,A03767,8993,覓,觅
3768,A03768,898f,規,规
3769,A03769,8996,視,视
3770,A03770,89aa,親,亲
3771,A03771,89a6,覦,觎
3772,A03772,89ac,覬,觊
3773,A03773,89b2,覲,觐
3774,A03774,89ba,覺,觉
3775,A03775,89bd,覽,览
3776,A03776,89c0,觀,观
3777,A03777,89d2,角,角
3778,A03778,89e3,解,解
3779,A03779,89f4,觴,觞
3780,A03780,89f8,觸,触
3781,A03781,8a00,言,言
3782,A03782,8a08,計,计
3783,A03783,8a02,訂,订
3784,A03784,8a03,訃,讣
3785,A03785,8a18,記,记
3786,A03786,8a10,訐,讦
3787,A03787,8a0e,討,讨
3788,A03788,8a0c,訌,讧
3789,A03789,8a15,訕,讪
3790,A03790,8a0a,訊,讯
3791,A03791,8a17,託,托
3792,A03792,8a13,訓,训
3793,A03793,8a16,訖,讫
3794,A03794,8a2a,訪,访
3795,A03795,8a1d,訝,讶
3796,A03796,8a23,訣,诀
3797,A03797,8a25,訥,讷
3798,A03798,8a31,許,许
3799,A03799,8a2d,設,设
3800,A03800,8a1f,訟,讼
3801,A03801,8a1b,訛,讹
3802,A03802,8a3b,註,注
3803,A03803,8a60,詠,咏
3804,A03804,8a55,評,评
3805,A03805,8a5e,詞,词
3806,A03806,8a3c,証,证
3807,A03807,8a41,詁,诂
3808,A03808,8a54,詔,诏
3809,A03809,8a5b,詛,诅
3810,A03810,8a50,詐,诈
3811,A03811,8a46,詆,诋
3812,A03812,8a34,訴,诉
3813,A03813,8a3a,診,诊
3814,A03814,8a6b,詫,诧
3815,A03815,8a72,該,该
3816,A03816,8a73,詳,详
3817,A03817,8a66,試,试
3818,A03818,8a69,詩,诗
3819,A03819,8a70,詰,诘
3820,A03820,8a87,誇,夸
3821,A03821,8a7c,詼,诙
3822,A03822,8a63,詣,诣
3823,A03823,8aa0,誠,诚
3824,A03824,8a71,話,话
3825,A03825,8a85,誅,诛
3826,A03826,8a6d,詭,诡
3827,A03827,8a62,詢,询
3828,A03828,8a6e,詮,诠
3829,A03829,8a6c,詬,诟
3830,A03830,8a79,詹,詹
3831,A03831,8aa6,誦,诵
3832,A03832,8a8c,誌,志
3833,A03833,8a9e,語,语
3834,A03834,8aa3,誣,诬
3835,A03835,8a8d,認,认
3836,A03836,8aa1,誡,诫
3837,A03837,8a93,誓,誓
3838,A03838,8aa4,誤,误
3839,A03839,8aaa,說,说
3840,A03840,8aa5,誥,诰
3841,A03841,8aa8,誨,诲
3842,A03842,8a98,誘,诱
3843,A03843,8a91,誑,诳
3844,A03844,8abc,誼,谊
3845,A03845,8ad2,諒,谅
3846,A03846,8ac7,談,谈
3847,A03847,8ac4,諄,谆
3848,A03848,8a95,誕,诞
3849,A03849,8acb,請,请
3850,A03850,8af8,諸,诸
3851,A03851,8ab2,課,课
3852,A03852,8ac9,諉,诿
3853,A03853,8ac2,諂,谄
3854,A03854,8abf,調,调
3855,A03855,8ab0,誰,谁
3856,A03856,8ad6,論,论
3857,A03857,8acd,諍,诤
3858,A03858,8ae6,諦,谛
3859,A03859,8afa,諺,谚
3860,A03860,8aeb,諫,谏
3861,A03861,8af1,諱,讳
3862,A03862,8b00,謀,谋
3863,A03863,8adc,諜,谍
3864,A03864,8ae7,諧,谐
3865,A03865,8aee,諮,咨
3866,A03866,8afe,諾,诺
3867,A03867,8b01,謁,谒
3868,A03868,8b02,謂,谓
3869,A03869,8af7,諷,讽
3870,A03870,8aed,諭,谕
3871,A03871,8b0e,謎,谜
3872,A03872,8b17,謗,谤
3873,A03873,8b19,謙,谦
3874,A03874,8b1b,講,讲
3875,A03875,8b0a,謊,谎
3876,A03876,8b20,謠,谣
3877,A03877,8b1d,謝,谢
3878,A03878,8b04,謄,誊
3879,A03879,8b28,謨,谟
3880,A03880,8b39,謹,谨
3881,A03881,8b2c,謬,谬
3882,A03882,8b41,譁,哗
3883,A03883,8b5c,譜,谱
3884,A03884,8b58,識,识
3885,A03885,8b49,證,证
3886,A03886,8b5a,譚,谭
3887,A03887,8b4e,譎,谲
3888,A03888,8b4f,譏,讥
3889,A03889,8b70,議,议
3890,A03890,8b6c,譬,譬
3891,A03891,8b66,警,警
3892,A03892,8b6f,譯,译
3893,A03893,8b74,譴,谴
3894,A03894,8b77,護,护
3895,A03895,8b7d,譽,誉
3896,A03896,8b80,讀,读
3897,A03897,8b8a,變,变
3898,A03898,8b93,讓,让
3899,A03899,8b92,讒,谗
3900,A03900,8b96,讖,谶
3901,A03901,8b9a,讚,赞
3902,A03902,8c37,谷,谷
3903,A03903,8c41,豁,豁
3904,A03904,8c3f,谿,溪
3905,A03905,8c46,豆,豆
3906,A03906,8c48,豈,岂
3907,A03907,8c49,豉,豉
3908,A03908,8c4c,豌,豌
3909,A03909,8c4e,豎,竖
3910,A03910,8c50,豐,丰
3911,A03911,8c54,豔,艳
3912,A03912,8c55,豕,豕
3913,A03913,8c5a,豚,豚
3914,A03914,8c61,象,象
3915,A03915,8c62,豢,豢
3916,A03916,8c6a,豪,豪
3917,A03917,8c6c,豬,猪
3918,A03918,8c6b,豫,豫
3919,A03919,8c7a,豺,豺
3920,A03920,8c79,豹,豹
3921,A03921,8c82,貂,貂
3922,A03922,8c8a,貊,貊
3923,A03923,8c89,貉,貉
3924,A03924,8c8d,貍,狸
3925,A03925,8c8c,貌,貌
3926,A03926,8c93,貓,猫
3927,A03927,8c9d,貝,贝
3928,A03928,8c9e,貞,贞
3929,A03929,8ca0,負,负
3930,A03930,8ca1,財,财
3931,A03931,8ca2,貢,贡
3932,A03932,8ca9,販,贩
3933,A03933,8cac,責,责
3934,A03934,8cab,貫,贯
3935,A03935,8ca8,貨,货
3936,A03936,8caa,貪,贪
3937,A03937,8ca7,貧,贫
3938,A03938,8caf,貯,贮
3939,A03939,8cbc,貼,贴
3940,A03940,8cb3,貳,贰
3941,A03941,8cbd,貽,贻
3942,A03942,8cc1,賁,贲
3943,A03943,8cbb,費,费
3944,A03944,8cc0,賀,贺
3945,A03945,8cb4,貴,贵
3946,A03946,8cb7,買,买
3947,A03947,8cb6,貶,贬
3948,A03948,8cbf,貿,贸
3949,A03949,8cb8,貸,贷
3950,A03950,8cca,賊,贼
3951,A03951,8cc7,資,资
3952,A03952,8cc8,賈,贾
3953,A03953,8cc4,賄,贿
3954,A03954,8cb2,貲,赀
3955,A03955,8cc3,賃,赁
3956,A03956,8cc2,賂,赂
3957,A03957,8cc5,賅,赅
3958,A03958,8cd3,賓,宾
3959,A03959,8cd1,賑,赈
3960,A03960,8cd2,賒,赊
3961,A03961,8ce0,賠,赔
3962,A03962,8cde,賞,赏
3963,A03963,8ce6,賦,赋
3964,A03964,8ce4,賤,贱
3965,A03965,8cec,賬,账
3966,A03966,8ced,賭,赌
3967,A03967,8ce2,賢,贤
3968,A03968,8ce3,賣,卖
3969,A03969,8cdc,賜,赐
3970,A03970,8cea,質,质
3971,A03971,8cf4,賴,赖
3972,A03972,8cfa,賺,赚
3973,A03973,8cfd,賽,赛
3974,A03974,8cfc,購,购
3975,A03975,8d05,贅,赘
3976,A03976,8d08,贈,赠
3977,A03977,8d0a,贊,赞
3978,A03978,8d0f,贏,赢
3979,A03979,8d0d,贍,赡
3980,A03980,8d13,贓,赃
3981,A03981,8d16,贖,赎
3982,A03982,8d17,贗,赝
3983,A03983,8d1b,贛,赣
3984,A03984,8d64,赤,赤
3985,A03985,8d67,赧,赧
3986,A03986,8d66,赦,赦
3987,A03987,8d6b,赫,赫
3988,A03988,8d6d,赭,赭
3989,A03989,8d70,走,走
3990,A03990,8d74,赴,赴
3991,A03991,8d73,赳,赳
3992,A03992,8d77,起,起
3993,A03993,8d8a,越,越
3994,A03994,8d85,超,超
3995,A03995,8d81,趁,趁
3996,A03996,8d99,趙,赵
3997,A03997,8d95,趕,赶
3998,A03998,8d9f,趟,趟
3999,A03999,8da3,趣,趣
4000,A04000,8da8,趨,趋
4001,A04001,8db3,足,足
4002,A04002,8db4,趴,趴
4003,A04003,8dbe,趾,趾
4004,A04004,8dce,跎,跎
4005,A04005,8ddd,距,距
4006,A04006,8dcb,跋,跋
4007,A04007,8dda,跚,跚
4008,A04008,8dd1,跑,跑
4009,A04009,8dcc,跌,跌
4010,A04010,8ddb,跛,跛
4011,A04011,8dc6,跆,跆
4012,A04012,8de1,跡,迹
4013,A04013,8ddf,跟,跟
4014,A04014,8de8,跨,跨
4015,A04015,8def,路,路
4016,A04016,8df3,跳,跳
4017,A04017,8dfa,跺,跺
4018,A04018,8dea,跪,跪
4019,A04019,8dfc,跼,跼
4020,A04020,8e2b,踫,踫
4021,A04021,8e10,踐,践
4022,A04022,8e1d,踝,踝
4023,A04023,8e22,踢,踢
4024,A04024,8e0f,踏,踏
4025,A04025,8e29,踩,踩
4026,A04026,8e1f,踟,踟
4027,A04027,8e44,蹄,蹄
4028,A04028,8e31,踱,踱
4029,A04029,8e34,踴,踊
4030,A04030,8e42,蹂,蹂
4031,A04031,8e39,踹,踹
4032,A04032,8e35,踵,踵
4033,A04033,8e49,蹉,蹉
4034,A04034,8e4b,蹋,蹋
4035,A04035,8e48,蹈,蹈
4036,A04036,8e4a,蹊,蹊
4037,A04037,8e59,蹙,蹙
4038,A04038,8e63,蹣,蹒
4039,A04039,8e66,蹦,蹦
4040,A04040,8e64,蹤,踪
4041,A04041,8e7c,蹼,蹼
4042,A04042,8e72,蹲,蹲
4043,A04043,8e87,躇,躇
4044,A04044,8e76,蹶,蹶
4045,A04045,8e6c,蹬,蹬
4046,A04046,8e7a,蹺,跷
4047,A04047,8e89,躉,趸
4048,A04048,8e81,躁,躁
4049,A04049,8e85,躅,躅
4050,A04050,8e82,躂,跶
4051,A04051,8e8a,躊,踌
4052,A04052,8e8d,躍,跃
4053,A04053,8e91,躑,踯
4054,A04054,8ea1,躡,蹑
4055,A04055,8eaa,躪,躏
4056,A04056,8eab,身,身
4057,A04057,8eac,躬,躬
4058,A04058,8eb2,躲,躲
4059,A04059,8eba,躺,躺
4060,A04060,8ec0,軀,躯
4061,A04061,8eca,車,车
4062,A04062,8ecb,軋,轧
4063,A04063,8ecd,軍,军
4064,A04064,8ecc,軌,轨
4065,A04065,8ed2,軒,轩
4066,A04066,8ed4,軔,轫
4067,A04067,8edb,軛,轭
4068,A04068,8edf,軟,软
4069,A04069,8efb,軻,轲
4070,A04070,8ef8,軸,轴
4071,A04071,8efc,軼,轶
4072,A04072,8f03,較,较
4073,A04073,8f09,載,载
4074,A04074,8efe,軾,轼
4075,A04075,8f0a,輊,轾
4076,A04076,8f14,輔,辅
4077,A04077,8f12,輒,辄
4078,A04078,8f15,輕,轻
4079,A04079,8f13,輓,挽
4080,A04080,8f1d,輝,辉
4081,A04081,8f1b,輛,辆
4082,A04082,8f1f,輟,辍
4083,A04083,8f29,輩,辈
4084,A04084,8f26,輦,辇
4085,A04085,8f2a,輪,轮
4086,A04086,8f1c,輜,辎
4087,A04087,8f3b,輻,辐
4088,A04088,8f2f,輯,辑
4089,A04089,8f38,輸,输
4090,A04090,8f44,轄,辖
4091,A04091,8f3e,輾,辗
4092,A04092,8f42,轂,毂
4093,A04093,8f45,轅,辕
4094,A04094,8f3f,輿,舆
4095,A04095,8f49,轉,转
4096,A04096,8f4d,轍,辙
4097,A04097,8f54,轔,辚
4098,A04098,8f4e,轎,轿
4099,A04099,8f5f,轟,轰
4100,A04100,8f61,轡,辔
4101,A04101,8f9b,辛,辛
4102,A04102,8f9c,辜,辜
4103,A04103,8f9f,辟,辟
4104,A04104,8fa3,辣,辣
4105,A04105,8fa8,辨,辨
4106,A04106,8fa6,辦,办
4107,A04107,8fad,辭,辞
4108,A04108,8faf,辯,辩
4109,A04109,8fb0,辰,辰
4110,A04110,8fb1,辱,辱
4111,A04111,8fb2,農,农
4112,A04112,8fc2,迂,迂
4113,A04113,8fc6,迆,迤
4114,A04114,8fc5,迅,迅
4115,A04115,8fc4,迄,迄
4116,A04116,5de1,巡,巡
4117,A04117,8fce,迎,迎
4118,A04118,8fd4,返,返
4119,A04119,8fd1,近,近
4120,A04120,8ff0,述,述
4121,A04121,8fe6,迦,迦
4122,A04122,8fe2,迢,迢
4123,A04123,8fea,迪,迪
4124,A04124,8fe5,迥,迥
4125,A04125,8fed,迭,迭
4126,A04126,8feb,迫,迫
4127,A04127,9001,送,送
4128,A04128,9006,逆,逆
4129,A04129,8ff7,迷,迷
4130,A04130,9000,退,退
4131,A04131,8ffa,迺,迺
4132,A04132,8ff4,迴,回
4133,A04133,9003,逃,逃
4134,A04134,8ffd,追,追
4135,A04135,9005,逅,逅
4136,A04136,9019,這,这
4137,A04137,900d,逍,逍
4138,A04138,901a,通,通
4139,A04139,9017,逗,逗
4140,A04140,9023,連,连
4141,A04141,901f,速,速
4142,A04142,901d,逝,逝
4143,A04143,9010,逐,逐
4144,A04144,9015,逕,径
4145,A04145,901e,逞,逞
4146,A04146,9020,造,造
4147,A04147,900f,透,透
4148,A04148,9022,逢,逢
4149,A04149,9016,逖,逖
4150,A04150,901b,逛,逛
4151,A04151,9014,途,途
4152,A04152,902e,逮,逮
4153,A04153,9035,逵,逵
4154,A04154,9031,週,周
4155,A04155,9038,逸,逸
4156,A04156,9032,進,进
4157,A04157,904b,運,运
4158,A04158,904a,遊,游
4159,A04159,9053,道,道
4160,A04160,9042,遂,遂
4161,A04161,9054,達,达
4162,A04162,903c,逼,逼
4163,A04163,9055,違,违
4164,A04164,9050,遐,遐
4165,A04165,9047,遇,遇
4166,A04166,904f,遏,遏
4167,A04167,904e,過,过
4168,A04168,904d,遍,遍
4169,A04169,9051,遑,遑
4170,A04170,903e,逾,逾
4171,A04171,9041,遁,遁
4172,A04172,9060,遠,远
4173,A04173,9058,遘,遘
4174,A04174,905c,遜,逊
4175,A04175,9063,遣,遣
4176,A04176,9059,遙,遥
4177,A04177,905e,遞,递
4178,A04178,9069,適,适
4179,A04179,906e,遮,遮
4180,A04180,9068,遨,遨
4181,A04181,906d,遭,遭
4182,A04182,9077,遷,迁
4183,A04183,9075,遵,遵
4184,A04184,9074,遴,遴
4185,A04185,9078,選,选
4186,A04186,9072,遲,迟
4187,A04187,907c,遼,辽
4188,A04188,907a,遺,遗
4189,A04189,907f,避,避
4190,A04190,907d,遽,遽
4191,A04191,9084,還,还
4192,A04192,9081,邁,迈
4193,A04193,9082,邂,邂
4194,A04194,9080,邀,邀
4195,A04195,9087,邇,迩
4196,A04196,908a,邊,边
4197,A04197,9090,邐,逦
4198,A04198,908f,邏,逻
4199,A04199,9091,邑,邑
4200,A04200,9095,邕,邕
4201,A04201,90a2,邢,邢
4202,A04202,90aa,邪,邪
4203,A04203,90a6,邦,邦
4204,A04204,90a3,那,那
4205,A04205,90b5,邵,邵
4206,A04206,90b8,邸,邸
4207,A04207,90b1,邱,邱
4208,A04208,90ca,郊,郊
4209,A04209,90ce,郎,郎
4210,A04210,90c1,郁,郁
4211,A04211,90e1,郡,郡
4212,A04212,90e8,部,部
4213,A04213,90ed,郭,郭
4214,A04214,90fd,都,都
4215,A04215,9102,鄂,鄂
4216,A04216,90f5,郵,邮
4217,A04217,9109,鄉,乡
4218,A04218,9112,鄒,邹
4219,A04219,9119,鄙,鄙
4220,A04220,9130,鄰,邻
4221,A04221,912d,鄭,郑
4222,A04222,9127,鄧,邓
4223,A04223,9131,鄱,鄱
4224,A04224,9139,鄹,鄹
4225,A04225,9149,酉,酉
4226,A04226,914b,酋,酋
4227,A04227,914a,酊,酊
4228,A04228,9152,酒,酒
4229,A04229,914d,配,配
4230,A04230,914c,酌,酌
4231,A04231,9157,酗,酗
4232,A04232,9163,酣,酣
4233,A04233,9165,酥,酥
4234,A04234,916c,酬,酬
4235,A04235,916a,酪,酪
4236,A04236,9169,酩,酩
4237,A04237,9175,酵,酵
4238,A04238,9178,酸,酸
4239,A04239,9177,酷,酷
4240,A04240,9187,醇,醇
4241,A04241,9189,醉,醉
4242,A04242,918b,醋,醋
4243,A04243,9183,醃,腌
4244,A04244,9192,醒,醒
4245,A04245,91a3,醣,糖
4246,A04246,919e,醞,酝
4247,A04247,919c,醜,丑
4248,A04248,91ab,醫,医
4249,A04249,91ac,醬,酱
4250,A04250,91ba,醺,醺
4251,A04251,91c0,釀,酿
4252,A04252,91c1,釁,衅
4253,A04253,91c7,采,采
4254,A04254,91c9,釉,釉
4255,A04255,91cb,釋,释
4256,A04256,91cc,里,里
4257,A04257,91cd,重,重
4258,A04258,91ce,野,野
4259,A04259,91cf,量,量
4260,A04260,91d0,釐,厘
4261,A04261,91d1,金,金
4262,A04262,91d8,釘,钉
4263,A04263,91dd,針,针
4264,A04264,91d7,釗,钊
4265,A04265,91dc,釜,釜
4266,A04266,91f5,釵,钗
4267,A04267,91e6,釦,扣
4268,A04268,91e3,釣,钓
4269,A04269,91e7,釧,钏
4270,A04270,9214,鈔,钞
4271,A04271,9223,鈣,钙
4272,A04272,9215,鈕,钮
4273,A04273,9209,鈉,钠
4274,A04274,921e,鈞,钧
4275,A04275,920d,鈍,钝
4276,A04276,9210,鈐,钤
4277,A04277,9237,鈷,钴
4278,A04278,9257,鉗,钳
4279,A04279,9238,鈸,钹
4280,A04280,923d,鈽,钸
4281,A04281,9240,鉀,钾
4282,A04282,923e,鈾,铀
4283,A04283,925b,鉛,铅
4284,A04284,924b,鉋,刨
